Wall time,Step,Value
1526000444.9556475,150,0.310642272233963
1526000636.0535548,250,0.3446456491947174
1526000823.9214687,400,0.26349782943725586
1526000887.2053158,450,0.3135190010070801
1526001074.6382704,600,0.2972879707813263
1526001393.7210166,850,0.23131638765335083
1526001523.3460522,950,0.27848976850509644
1526001649.3596742,1050,0.22845183312892914
1526001842.468535,1200,0.19497323036193848
1526002031.5030384,1350,0.2521970570087433
1526002161.75654,1450,0.22853660583496094
1526002603.9327855,1800,0.17934362590312958
1526002667.011672,1850,0.21034455299377441
1526002730.3290703,1900,0.21507613360881805
1526002859.964194,2000,0.2205888032913208
1526002923.224921,2050,0.2261747121810913
1526002986.2993462,2100,0.17805485427379608
1526003178.0077941,2250,0.1746928095817566
1526003246.1572418,2300,0.23225675523281097
1526003435.5456586,2450,0.1763671338558197
1526003562.2455845,2550,0.18688854575157166
1526003688.2129526,2650,0.12214365601539612
1526003753.7454503,2700,0.18172821402549744
1526003879.886751,2800,0.19282543659210205
1526003943.0032132,2850,0.15086977183818817
1526004073.9597647,2950,0.17640438675880432
1526004774.2484713,3500,0.17781829833984375
1526005464.9275563,4050,0.16524365544319153
1526005527.6007633,4100,0.1565569043159485
1526005590.2567115,4150,0.11903229355812073
1526005839.9622128,4350,0.15230946242809296
1526006028.1371698,4500,0.12918592989444733
1526006091.0253637,4550,0.14905034005641937
1526006344.1592627,4750,0.15659302473068237
1526008726.9862897,4900,0.10294824838638306
1526008909.1360755,5050,0.13701049983501434
1526009156.8034213,5250,0.14040982723236084
1526009218.87959,5300,0.12510345876216888
1526009281.6715846,5350,0.13691341876983643
1526009343.8271804,5400,0.0924903154373169
1526009726.6216946,5700,0.12095628678798676
1526009855.506947,5800,0.11654376983642578
1526010484.577209,6300,0.11669152975082397
1526010671.9727964,6450,0.11867836862802505
1526010858.9769332,6600,0.12002553045749664
1526010921.490805,6650,0.10754968971014023
1526011046.1992352,6750,0.13232280313968658
1526011301.596272,6950,0.12672655284404755
1526011364.8125334,7000,0.12014270573854446
1526011490.4293804,7100,0.12096130847930908
1526011803.5708842,7350,0.10094504803419113
1526012588.0798638,7950,0.11955169588327408
1526012651.4856138,8000,0.11923655867576599
1526012714.7552254,8050,0.11452525109052658
1526013036.197614,8300,0.10213606804609299
1526013290.2902687,8500,0.09791847318410873
1526013545.661471,8700,0.11123456060886383
1526013609.2036421,8750,0.09190306067466736
1526013989.6888955,9050,0.10177001357078552
1526014180.4105573,9200,0.09442547708749771
1526014245.7016659,9250,0.10194529592990875
1526014308.7580812,9300,0.08304668962955475
1526014371.2835515,9350,0.09519541263580322
1526014434.3512204,9400,0.09849493205547333
1526014748.1220822,9650,0.09904947131872177
1526014811.4569263,9700,0.10646064579486847
1526018370.5537188,9900,0.09859780967235565
1526018494.8291242,10000,0.08930288255214691
1526018556.7439835,10050,0.09364312142133713
1526018806.2140505,10250,0.1108204573392868
1526018934.1936965,10350,0.0920640379190445
1526019122.026548,10500,0.0858939066529274
1526019441.3337436,10750,0.0932844877243042
1526019694.478658,10950,0.08665488660335541
1526019757.3275683,11000,0.09362167119979858
1526019888.2048912,11100,0.10787147283554077
1526019951.5815723,11150,0.09170439094305038
1526020014.6740153,11200,0.07876552641391754
1526020204.335533,11350,0.08038865029811859
1526020330.5380456,11450,0.09279301017522812
