Wall time,Step,Value
1525164394.2453825,150,0.3651709258556366
1525164452.532541,250,0.3079891800880432
1525164540.4457588,400,0.27203959226608276
1525164816.6095936,850,0.17583821713924408
1525164877.6516168,950,0.16685041785240173
1525164938.8868837,1050,0.1599023938179016
1525165030.3541925,1200,0.1720385104417801
1525165126.0919833,1350,0.15142333507537842
1525165186.8994792,1450,0.12490927428007126
1525165466.8440063,1900,0.12571439146995544
1525165558.7971203,2050,0.09931586682796478
1525165589.3894062,2100,0.12160047888755798
1525165711.188269,2300,0.11855965852737427
1525165868.4842415,2550,0.11549593508243561
1525165929.93815,2650,0.11371707916259766
1525165960.6533556,2700,0.10886088013648987
1525166021.7216954,2800,0.10156164318323135
1525166052.1807816,2850,0.10519418865442276
1525166113.516242,2950,0.09668377786874771
1525166453.8325632,3500,0.081068255007267
1525166794.1977596,4050,0.0752003937959671
1525166824.7571113,4100,0.08414267748594284
1525166855.427211,4150,0.08865750581026077
1525166981.2192764,4350,0.0850427895784378
1525167073.160032,4500,0.09245669096708298
1525167104.0766168,4550,0.0886172503232956
1525167322.2579205,4900,0.0912746861577034
1525167414.1513104,5050,0.07897967100143433
1525167536.627169,5250,0.07383999228477478
1525167567.1419277,5300,0.07484682649374008
1525167597.860686,5350,0.07092543691396713
1525167816.9473534,5700,0.08097143471240997
1525167878.4582467,5800,0.07208634167909622
1525168590.121785,6300,0.05366557091474533
1525168677.159006,6450,0.061889078468084335
1525168766.8579376,6600,0.0976460874080658
1525168800.823101,6650,0.08926720172166824
1525169010.9900396,7000,0.0644398108124733
1525169070.8780925,7100,0.07131080329418182
1525169591.127291,7950,0.06373218446969986
1525169621.1218379,8000,0.06744447350502014
1525169651.1886144,8050,0.05361788719892502
1525169927.5669568,8500,0.05831138417124748
1525170048.148666,8700,0.06425780057907104
1525170078.0382771,8750,0.0648154616355896
1525170354.1186512,9200,0.06472364068031311
1525170384.0726552,9250,0.06778018176555634
1525170474.9142737,9400,0.058845531195402145
1525170630.7638974,9650,0.049115248024463654
1525170660.7591257,9700,0.05085621029138565
1525170841.322378,10000,0.06054815649986267
1525170871.014614,10050,0.04756629839539528
1525171055.1591785,10350,0.05839495733380318
1525171145.4516313,10500,0.05160322040319443
1525171295.9817781,10750,0.06465669721364975
1525171420.7378905,10950,0.06674136221408844
1525171451.0415003,11000,0.05505739524960518
1525171540.7278864,11150,0.05563613027334213
1525171570.89446,11200,0.04864169657230377
1525171662.2079806,11350,0.05035475268959999
1525171727.124716,11450,0.0566270686686039
1525171908.7034543,11750,0.04964305832982063
1525171939.3061388,11800,0.05719215050339699
1525171969.8154116,11850,0.04692500829696655
1525172000.1368163,11900,0.05272885784506798
1525172126.5372524,12100,0.05054347962141037
1525172216.4329011,12250,0.045468635857105255
1525173474.0571961,12350,0.047575902193784714
1525173861.8085182,13000,0.05084526166319847
1525173922.6283703,13100,0.041049860417842865
1525173983.257923,13200,0.041413355618715286
1525174323.0381057,13750,0.04449043422937393
1525174387.9629083,13850,0.04422168806195259
1525174418.5018117,13900,0.04799462482333183
1525174478.8626826,14000,0.046814531087875366
1525174509.599769,14050,0.0411166213452816
1525174631.692074,14250,0.05107215791940689
1525174723.8167408,14400,0.04630003497004509
1525174850.824341,14600,0.049112770706415176
1525175002.8096569,14850,0.06776640564203262
1525175063.9998791,14950,0.06735116243362427
1525175094.5317457,15000,0.05631899833679199
1525175160.0393791,15100,0.04951287433505058
1525175405.6254845,15500,0.044312186539173126
1525175467.0481763,15600,0.04591429978609085
1525175501.6852417,15650,0.03808815777301788
1525175532.3849561,15700,0.04595978930592537
1525175593.2437985,15800,0.044678688049316406
1525175965.381373,16400,0.039583273231983185
1525176026.6904333,16500,0.05005471408367157
1525176057.5123968,16550,0.042228296399116516
1525176149.4974585,16700,0.056733228266239166
1525176180.4231973,16750,0.049474187195301056
1525176306.970768,16950,0.044213999062776566
1525176337.6901596,17000,0.0397227518260479
1525176368.2243273,17050,0.0381988100707531
1525176460.8050504,17200,0.039462778717279434
1525176491.2923772,17250,0.045431751757860184
1525176552.5515168,17350,0.04189690947532654
1525176582.8277864,17400,0.042680807411670685
1525176648.3380983,17500,0.03945386782288551
1525176830.8493626,17800,0.035707224160432816
1525176861.4155993,17850,0.03821896016597748
1525176922.3804917,17950,0.048995401710271835
1525176953.1549006,18000,0.04265964776277542
1525177018.6838758,18100,0.03771490603685379
1525177079.7417479,18200,0.04169807583093643
1525177140.731656,18300,0.035271160304546356
1525177171.2517014,18350,0.03918977081775665
1525177201.5734696,18400,0.04007766768336296
1525177646.8193016,18450,0.04127294197678566
1525177704.011126,18550,0.038307804614305496
1525177824.252771,18750,0.03790200501680374
1525177943.940837,18950,0.03859710320830345
1525177973.658223,19000,0.045791689306497574
1525178033.6369748,19100,0.04041153937578201
1525178063.4985363,19150,0.03992612287402153
1525178093.2660556,19200,0.04041441157460213
1525178127.4908433,19250,0.037945836782455444
1525178157.1561766,19300,0.043434370309114456
1525178894.9634635,19850,0.03739463910460472
1525179387.0880163,20000,0.04009222984313965
1525179534.119078,20050,0.03673766180872917
1525179692.8356357,20100,0.039414338767528534
1525181062.8699439,20450,0.03759276494383812
1525181396.260643,20550,0.04848717525601387
1525182138.4808958,20750,0.04493948072195053
1525182720.5620332,20900,0.038000673055648804
1525184023.5217412,21200,0.03368160128593445
1525184220.637336,21250,0.0354183129966259
1525184423.223227,21300,0.0376819372177124
1525184968.2725484,21450,0.03923635929822922
1525185409.3244894,21550,0.04265287518501282
1525185587.6007051,21650,0.03575824573636055
1525185616.0336099,21700,0.031955279409885406
1525185733.5418053,21900,0.037819623947143555
1525185793.313354,22000,0.04685842618346214
1525185883.426023,22150,0.04246676713228226
1525185913.5775561,22200,0.042879801243543625
1525185982.546841,22300,0.03921590745449066
1525186012.4707184,22350,0.03756634145975113
1525186162.1621408,22600,0.03799344226717949
1525186252.0973449,22750,0.03953475505113602
1525186281.8488607,22800,0.037454668432474136
1525186410.5984282,23000,0.03662360832095146
1525186563.2492855,23250,0.03380212560296059
1525186593.964555,23300,0.034956853836774826
1525186754.8854444,23550,0.0338912270963192
1525186785.1365018,23600,0.04051386937499046
1525186815.701656,23650,0.03407958894968033
1525186937.9754221,23850,0.045853517949581146
1525186968.4927285,23900,0.044015802443027496
1525187069.033647,24050,0.03449567034840584
1525187129.4815855,24150,0.03747435659170151
1525187250.774582,24350,0.03582156077027321
1525187281.386837,24400,0.0392935536801815
1525188975.880307,24650,0.030664613470435143
1525189062.5904324,24800,0.03185632824897766
1525189150.2715445,24950,0.037125878036022186
1525189180.0280583,25000,0.031227927654981613
1525189300.7965252,25200,0.03738058730959892
1525189365.5465767,25300,0.034332673996686935
1525189456.8642545,25450,0.037020523101091385
1525189548.4189596,25600,0.03267235308885574
1525189578.7134926,25650,0.028534794226288795
1525189609.5050082,25700,0.029823536053299904
1525189704.701757,25850,0.03287113085389137
1525189735.4132042,25900,0.0322975255548954
1525189857.4764035,26100,0.03109924867749214
1525189888.2124515,26150,0.03464431315660477
1525189918.8964117,26200,0.03469790890812874
1525189949.4787529,26250,0.033278100192546844
1525190106.8765526,26500,0.03036094270646572
1525190137.4396071,26550,0.03165337070822716
1525190228.56969,26700,0.030091339722275734
1525190289.4030643,26800,0.03629624471068382
1525190381.3562133,26950,0.035111844539642334
1525190446.508496,27050,0.03540017455816269
1525190507.5500371,27150,0.03201834857463837
1525190660.7335238,27400,0.032301582396030426
1525190691.471509,27450,0.03173302486538887
1525190721.9255102,27500,0.035143785178661346
1525190752.4825013,27550,0.03609658032655716
1525190783.1512036,27600,0.0262882299721241
1525190818.0175536,27650,0.038008783012628555
1525191124.6378727,28150,0.033161818981170654
1525191220.661714,28300,0.032965194433927536
1525191373.0231614,28550,0.036895301192998886
1525191433.8606837,28650,0.039016783237457275
1525191525.0084734,28800,0.028783287853002548
1525191559.8459904,28850,0.029724281281232834
1525191620.4414012,28950,0.029258767142891884
1525191650.7619352,29000,0.039188191294670105
1525191833.4366913,29300,0.04204171150922775
1525191894.4770308,29400,0.0348210446536541
1525192021.0467346,29600,0.035897187888622284
1525192328.884873,30100,0.03362267091870308
1525192420.8548317,30250,0.03779155761003494
1525192481.8305202,30350,0.03592073172330856
1525192604.314441,30550,0.03616534546017647
1525192699.8960211,30700,0.0277724452316761
1525193276.1664195,30750,0.02737409435212612
1525193478.8808248,31100,0.028562983497977257
1525193633.226004,31350,0.024898912757635117
1525193663.2209613,31400,0.027831843122839928
1525193939.2984612,31850,0.03395214304327965
1525194120.03525,32150,0.0348147414624691
1525194150.1667383,32200,0.02800709567964077
1525194305.3066945,32450,0.0341525673866272
1525194365.2478774,32550,0.0361689031124115
1525194486.6753447,32750,0.03067268244922161
1525194547.0759938,32850,0.030576838180422783
1525194607.1207044,32950,0.039669621735811234
1525194637.403284,33000,0.03766995668411255
1525194732.4555666,33150,0.039447128772735596
1525194762.77626,33200,0.03436296060681343
1525194823.1784828,33300,0.03287559002637863
1525194883.1878455,33400,0.030071791261434555
1525194944.000357,33500,0.034222401678562164
1525194974.3220446,33550,0.031120821833610535
1525195221.504521,33950,0.028401190415024757
1525195312.831522,34100,0.0311787910759449
1525195373.6112175,34200,0.032019007951021194
1525195528.7627282,34450,0.03101746179163456
1525195558.8811717,34500,0.03130181506276131
1525195588.7594764,34550,0.03484157472848892
1525195739.5526214,34800,0.031078901141881943
1525195864.8103616,35000,0.027094068005681038
1525195985.290749,35200,0.03569287061691284
1525196015.7536554,35250,0.03119293972849846
1525196076.7753937,35350,0.030130699276924133
1525196294.8689055,35700,0.030634906142950058
1525196512.8550088,36050,0.02806081809103489
1525196604.6016479,36200,0.026662996038794518
1525196635.3342957,36250,0.030020175501704216
1525196665.6122427,36300,0.030782943591475487
1525196696.369787,36350,0.0343240350484848
1525196913.6283526,36700,0.029583359137177467
1525197004.7395144,36850,0.02576758898794651
1525198316.2542017,37000,0.026578105986118317
1525198373.6049802,37100,0.024140270426869392
1525198431.5284898,37200,0.028491584584116936
1525198464.9851885,37250,0.024986179545521736
1525198644.0014424,37550,0.023254677653312683
1525198735.1432536,37700,0.026515023782849312
1525198795.733797,37800,0.02757304534316063
1525198861.7592955,37900,0.025942428037524223
1525198922.7946272,38000,0.025762921199202538
1525198983.9030561,38100,0.026738585904240608
1525199136.5846953,38350,0.0299021415412426
1525199167.0885506,38400,0.027386249974370003
1525199232.044317,38500,0.02918289788067341
1525199293.0252833,38600,0.029361717402935028
